Index,Value
0.000000000000000000e+00,1.000000000000000000e+01
1.495890410958904182e+00,1.052300158891143766e+01
2.991780821917808364e+00,1.104265778976077073e+01
4.487671232876712324e+00,1.155569756429694017e+01
5.983561643835616728e+00,1.205899691335697099e+01
7.479452054794521132e+00,1.254964828216332329e+01
8.975342465753424648e+00,1.302502513154416341e+01
1.047123287671232994e+01,1.348284023294901424e+01
1.196712328767123346e+01,1.392119638531249670e+01
1.346301369863013697e+01,1.433862842107809854e+01
1.495890410958904226e+01,1.473413556325208873e+01
1.645479452054794578e+01,1.510720341086904561e+01
1.795068493150684930e+01,1.545781506190171406e+01
1.944657534246575281e+01,1.578645112526489314e+01
2.094246575342465988e+01,1.609407862172705705e+01
2.243835616438356340e+01,1.638212902171144947e+01
2.393424657534246691e+01,1.665246591059785075e+01
2.543013698630137043e+01,1.690734300380754007e+01
2.692602739726027394e+01,1.714935344949326534e+01
2.842191780821918101e+01,1.738137155124857003e+01
2.991780821917808453e+01,1.760648821255081842e+01
3.141369863013698804e+01,1.782794154487835669e+01
3.290958904109589156e+01,1.804904418946187050e+01
3.440547945205479863e+01,1.827310897603151574e+01
3.590136986301369859e+01,1.850337457906436001e+01
3.739726027397260566e+01,1.874293283209217620e+01
3.889315068493150562e+01,1.899465932359622045e+01
4.038904109589041269e+01,1.926114882472018763e+01
4.188493150684931976e+01,1.954465699111272414e+01
4.338082191780821972e+01,1.984704964107642766e+01
4.487671232876712679e+01,2.016976074298177224e+01
4.637260273972602675e+01,2.051376005038059702e+01
4.786849315068493382e+01,2.087953110777044685e+01
4.936438356164384089e+01,2.126706011832980536e+01
5.086027397260274086e+01,2.167583592233993173e+01
5.235616438356164792e+01,2.210486108684887085e+01
5.385205479452054789e+01,2.255267385896123855e+01
5.534794520547945496e+01,2.301738049249563289e+01
5.684383561643836202e+01,2.349669722605970890e+01
5.833972602739726199e+01,2.398800097502635253e+01
5.983561643835616906e+01,2.448838760526695424e+01
6.133150684931506902e+01,2.499473648715733276e+01
6.282739726027397609e+01,2.550377988810001995e+01
6.432328767123287605e+01,2.601217565373688601e+01
6.581917808219178312e+01,2.651658155457180399e+01
