Index,Value
0.000000000000000000e+00,1.000000000000000000e+01
1.102535211267605675e+00,1.038566297214681278e+01
2.205070422535211350e+00,1.076998308727311837e+01
3.307605633802817025e+00,1.115163371482497112e+01
4.410140845070422699e+00,1.152932048014473132e+01
5.512676056338028374e+00,1.190179690221997433e+01
6.615211267605634049e+00,1.226787944986381262e+01
7.717746478873239724e+00,1.262646183350129725e+01
8.820281690140845399e+00,1.297652835901888402e+01
9.922816901408451074e+00,1.331716618152391618e+01
1.102535211267605675e+01,1.364757631021993589e+01
1.212788732394366242e+01,1.396708323076960845e+01
1.323042253521126810e+01,1.427514302830550541e+01
1.433295774647887377e+01,1.457134991245648870e+01
1.543549295774647945e+01,1.485544106516254992e+01
1.653802816901408335e+01,1.512729975241823333e+01
1.764056338028169080e+01,1.538695666216682056e+01
1.874309859154929825e+01,1.563458945210815543e+01
1.984563380281690215e+01,1.587052051292103094e+01
2.094816901408450605e+01,1.609521297407212259e+01
2.205070422535211350e+01,1.630926500072473573e+01
2.315323943661972095e+01,1.651340245101256343e+01
2.425577464788732485e+01,1.670846998285473006e+01
2.535830985915492874e+01,1.689542071831632342e+01
2.646084507042253620e+01,1.707530459103509202e+01
2.756338028169014365e+01,1.724925551822720848e+01
2.866591549295774755e+01,1.741847755305878209e+01
2.976845070422535144e+01,1.758423018555156148e+01
3.087098591549295890e+01,1.774781297053131723e+01
3.197352112676056635e+01,1.791054966929912950e+01
3.307605633802816669e+01,1.807377209761115822e+01
3.417859154929577414e+01,1.823880387611877296e+01
3.528112676056338159e+01,1.840694428060530186e+01
3.638366197183098905e+01,1.857945238814394529e+01
3.748619718309859650e+01,1.875753171170754996e+01
3.858873239436619684e+01,1.894231550982970447e+01
3.969126760563380429e+01,1.913485294971875561e+01
4.079380281690141175e+01,1.933609629186260292e+01
4.189633802816901209e+01,1.954688925175745240e+01
4.299887323943661954e+01,1.976795668009937401e+01
4.410140845070422699e+01,1.999989568676640417e+01
4.520394366197183444e+01,2.024316831638658343e+01
4.630647887323944190e+01,2.049809586444508014e+01
4.740901408450704224e+01,2.076485490296196801e+01
4.851154929577464969e+01,2.104347506401176560e+01
4.961408450704225714e+01,2.133383860800928744e+01
5.071661971830985749e+01,2.163568178201331449e+01
5.181915492957746494e+01,2.194859795156193272e+01
5.292169014084507239e+01,2.227204246801681009e+01
5.402422535211267984e+01,2.260533921231813181e+01
5.512676056338028729e+01,2.294768873569456957e+01
5.622929577464788764e+01,2.329817789847967546e+01
5.733183098591549509e+01,2.365579088999398394e+01
5.843436619718310254e+01,2.401942149568082030e+01
5.953690140845070289e+01,2.438788646253787107e+01
6.063943661971831034e+01,2.475993980054921551e+01
6.174197183098591779e+01,2.513428784645616432e+01
6.284450704225352524e+01,2.550960490694762228e+01
6.394704225352113269e+01,2.588454929131462379e+01
6.504957746478874014e+01,2.625777953888388794e+01
6.615211267605633338e+01,2.662797064418012027e+01
6.725464788732394084e+01,2.699383008279418306e+01
6.835718309859154829e+01,2.735411344335426520e+01
6.945971830985915574e+01,2.770763947578064901e+01
7.056225352112676319e+01,2.805330437309265790e+01
7.166478873239437064e+01,2.839009511334402092e+01
7.276732394366197809e+01,2.871710169967587944e+01
7.386985915492958554e+01,2.903352814985757746e+01
7.497239436619719299e+01,2.933870210187075145e+01
7.607492957746478623e+01,2.963208291889842627e+01
7.717746478873239369e+01,2.991326819530319980e+01
7.828000000000000114e+01,3.018199858459614404e+01
7.938253521126760859e+01,3.043816089077499853e+01
8.048507042253521604e+01,3.068178938549896984e+01
8.158760563380282349e+01,3.091306533511190935e+01
8.269014084507043094e+01,3.113231474326445181e+01
8.379267605633802418e+01,3.134000433655437945e+01
8.489521126760563163e+01,3.153673584194061164e+01
8.599774647887323908e+01,3.172323862542971540e+01
8.710028169014084654e+01,3.190036078143394249e+01
8.820281690140845399e+01,3.206905878101402152e+01
8.930535211267606144e+01,3.223038580471990144e+01
9.040788732394366889e+01,3.238547890171628296e+01
9.151042253521127634e+01,3.253554513113289914e+01
9.261295774647888379e+01,3.268184685393850941e+01
9.371549295774647703e+01,3.282568635395332990e+01
9.481802816901408448e+01,3.296838997476113775e+01
