Index,Value
2.114000000000000000e+03,4.357686697111859075e+02
2.115068057080131894e+03,4.358862292209848306e+02
2.116136114160263332e+03,4.360130755670399481e+02
2.117204171240395226e+03,4.361497932387130732e+02
2.118272228320527120e+03,4.362968494778152717e+02
2.119340285400658559e+03,4.364545890002965507e+02
2.120408342480790452e+03,4.366232301148516513e+02
2.121476399560921891e+03,4.368028622826716969e+02
2.122544456641053785e+03,4.369934451461479625e+02
2.123612513721185678e+03,4.371948090375907441e+02
2.124680570801317117e+03,4.374066569621601275e+02
2.125748627881449011e+03,4.376285680324050418e+02
2.126816684961580904e+03,4.378600023152616814e+02
2.127884742041712343e+03,4.381003070362672815e+02
2.128952799121844237e+03,4.383487240702757504e+02
2.130020856201975676e+03,4.386043986333003204e+02
2.131088913282107569e+03,4.388663890764208304e+02
2.132156970362239463e+03,4.391336776701298845e+02
2.133225027442370902e+03,4.394051822562101393e+02
2.134293084522502795e+03,4.396797686343413147e+02
2.135361141602634689e+03,4.399562635422675498e+02
2.136429198682766128e+03,4.402334680815878869e+02
2.137497255762898021e+03,4.405101714361562131e+02
2.138565312843029460e+03,4.407851647267384010e+02
2.139633369923161354e+03,4.410572548440280798e+02
2.140701427003293247e+03,4.413252781023604712e+02
2.141769484083424686e+03,4.415881135585155448e+02
2.142837541163556580e+03,4.418446958438134402e+02
2.143905598243688473e+03,4.420940273632509729e+02
2.144973655323819912e+03,4.423351897226473284e+02
2.146041712403951806e+03,4.425673542535598131e+02
2.147109769484083245e+03,4.427897915160127127e+02
2.148177826564215138e+03,4.430018796707381625e+02
2.149245883644347032e+03,4.432031116255016627e+02
2.150313940724478471e+03,4.433931008740655102e+02
2.151381997804610364e+03,4.435715859612381564e+02
2.152450054884742258e+03,4.437384335231134855e+02
2.153518111964873697e+03,4.438936398678482078e+02
2.154586169045005590e+03,4.440373310789535708e+02
2.155654226125137029e+03,4.441697616399154640e+02
2.156722283205268923e+03,4.442913115958139656e+02
2.157790340285400816e+03,4.444024822842800404e+02
2.158858397365532255e+03,4.445038906844371809e+02
2.159926454445664149e+03,4.445962624482224896e+02
2.160994511525796042e+03,4.446804236934997334e+02
2.162062568605927481e+03,4.447572916524889024e+02
2.163130625686059375e+03,4.448278642820794175e+02
2.164198682766190814e+03,4.448932089544292126e+02
2.165266739846322707e+03,4.449544503567293532e+02
2.166334796926454601e+03,4.450127577380297907e+02
2.167402854006586040e+03,4.450693316484621960e+02
2.168470911086717933e+03,4.451253903219796939e+02
2.169538968166849827e+03,4.451821558577965448e+02
2.170607025246981266e+03,4.452408403580072331e+02
2.171675082327113159e+03,4.453026321793589659e+02
2.172743139407244598e+03,4.453686824558557191e+02
2.173811196487376492e+03,4.454400920457817961e+02
2.174879253567508385e+03,4.455178990518974160e+02
2.175947310647639824e+03,4.456030670570270900e+02
