Index,Value
1.973000000000000000e+03,4.090364182878757333e+02
1.974302762430939310e+03,4.092274930952512477e+02
1.975605524861878393e+03,4.094099296064534883e+02
1.976908287292817704e+03,4.095857310890456802e+02
1.978211049723757014e+03,4.097570020504044805e+02
1.979513812154696097e+03,4.099259124573227950e+02
1.980816574585635408e+03,4.100946608481345947e+02
1.982119337016574491e+03,4.102654369625515187e+02
1.983422099447513801e+03,4.104403845225776877e+02
1.984724861878453112e+03,4.106215647953063126e+02
1.986027624309392195e+03,4.108109215551492071e+02
1.987330386740331505e+03,4.110102480393354654e+02
1.988633149171270816e+03,4.112211564567305118e+02
1.989935911602209899e+03,4.114450505667545599e+02
1.991238674033149209e+03,4.116831017931479550e+02
1.992541436464088292e+03,4.119362292774189314e+02
1.993844198895027603e+03,4.122050842100450723e+02
1.995146961325966913e+03,4.124900387049949586e+02
1.996449723756905996e+03,4.127911794061396336e+02
1.997752486187845307e+03,4.131083059339271131e+02
1.999055248618784617e+03,4.134409341986585673e+02
2.000358011049723700e+03,4.137883045242287494e+02
2.001660773480663011e+03,4.141493944446627893e+02
2.002963535911602321e+03,4.145229359565882419e+02
2.004266298342541404e+03,4.149074369352628082e+02
2.005569060773480714e+03,4.153012063512123291e+02
2.006871823204419798e+03,4.157023828601224409e+02
2.008174585635359108e+03,4.161089662814570147e+02
2.009477348066298418e+03,4.165188514323174900e+02
2.010780110497237501e+03,4.169298637431411407e+02
2.012082872928176812e+03,4.173397960516383591e+02
2.013385635359116122e+03,4.177464459513961970e+02
2.014688397790055205e+03,4.181476530621808934e+02
2.015991160220994516e+03,4.185413355902920785e+02
2.017293922651933599e+03,4.189255255593578227e+02
2.018596685082872909e+03,4.192984021144906137e+02
2.019899447513812220e+03,4.196583223353765106e+02
2.021202209944751303e+03,4.200038490360878995e+02
2.022504972375690613e+03,4.203337750804795974e+02
2.023807734806629924e+03,4.206471438010781299e+02
2.025110497237569007e+03,4.209432651754160588e+02
2.026413259668508317e+03,4.212217274856612335e+02
2.027716022099447400e+03,4.214824042639394861e+02
2.029018784530386711e+03,4.217254564056506183e+02
2.030321546961326021e+03,4.219513294149627995e+02
2.031624309392265104e+03,4.221607458291763919e+02
2.032927071823204415e+03,4.223546929503504543e+02
2.034229834254143725e+03,4.225344060921204914e+02
2.035532596685082808e+03,4.227013476256411764e+02
2.036835359116022119e+03,4.228571821797860366e+02
2.038138121546961429e+03,4.230037484159096834e+02
2.039440883977900512e+03,4.231430278555353652e+02
2.040743646408839822e+03,4.232771112892745009e+02
2.042046408839778906e+03,4.234081633362771413e+02
2.043349171270718216e+03,4.235383857548598030e+02
2.044651933701657526e+03,4.236699801261178777e+02
2.045954696132596609e+03,4.238051105429571521e+02
2.047257458563535920e+03,4.239458669368893879e+02
2.048560220994475003e+03,4.240942296641226221e+02
2.049862983425414313e+03,4.242520359511395895e+02
2.051165745856353624e+03,4.244209487684371425e+02
2.052468508287292934e+03,4.246024286599535458e+02
2.053771270718232245e+03,4.247977090056101019e+02
2.055074033149171100e+03,4.250077751362150593e+02
2.056376795580110411e+03,4.252333476546845645e+02
2.057679558011049721e+03,4.254748702462470078e+02
2.058982320441989032e+03,4.257325021842201522e+02
2.060285082872928342e+03,4.260061156583661841e+02
2.061587845303867198e+03,4.262952979711000694e+02
2.062890607734806508e+03,4.265993585643250299e+02
2.064193370165745819e+03,4.269173407577978878e+02
2.065496132596685129e+03,4.272480380000796458e+02
2.066798895027624440e+03,4.275900143566444740e+02
2.068101657458563750e+03,4.279416288879090757e+02
2.069404419889502606e+03,4.283010635040199077e+02
2.070707182320441916e+03,4.286663538243100220e+02
2.072009944751381227e+03,4.290354225184127586e+02
2.073312707182320537e+03,4.294061145639650476e+02
2.074615469613259847e+03,4.297762338233437731e+02
2.075918232044198703e+03,4.301435803195289509e+02
2.077220994475138014e+03,4.305059875793369315e+02
2.078523756906077324e+03,4.308613594111203611e+02
2.079826519337016634e+03,4.312077054936244735e+02
2.081129281767955945e+03,4.315431751728287395e+02
2.082432044198894801e+03,4.318660888939783717e+02
2.083734806629834111e+03,4.321749667360869580e+02
2.085037569060773421e+03,4.324685535652978388e+02
2.086340331491712732e+03,4.327458403807958121e+02
2.087643093922652042e+03,4.330060814914878051e+02
2.088945856353591353e+03,4.332488072323299662e+02
2.090248618784530208e+03,4.334738320047741809e+02
2.091551381215469519e+03,4.336812575050503256e+02
2.092854143646408829e+03,4.338714710855576868e+02
2.094156906077348140e+03,4.340451392771236101e+02
2.095459668508287450e+03,4.342031965818960657e+02
2.096762430939226306e+03,4.343468297267949083e+02
2.098065193370165616e+03,4.344774576443753062e+02
2.099367955801104927e+03,4.345967075203711829e+02
2.100670718232044237e+03,4.347063873138457097e+02
2.101973480662983548e+03,4.348084552156593077e+02
2.103276243093922858e+03,4.349049865628521161e+02
2.104579005524861714e+03,4.349981387696569186e+02
2.105881767955801024e+03,4.350901148694700851e+02
2.107184530386740335e+03,4.351831262856505305e+02
2.108487292817679645e+03,4.352793554620848795e+02
2.109790055248618955e+03,4.353809189868351268e+02
2.111092817679557811e+03,4.354898318338258036e+02
2.112395580110497121e+03,4.356079733285807833e+02
2.113698342541436432e+03,4.357370554147989878e+02
2.115001104972375742e+03,4.358785937595657742e+02
2.116303867403315053e+03,4.360338821868842842e+02
2.117606629834253908e+03,4.362039708728052005e+02
2.118909392265193219e+03,4.363896486716820959e+02
2.120212154696132529e+03,4.365914298730617702e+02
2.121514917127071840e+03,4.368095456136334178e+02
2.122817679558011150e+03,4.370439400897641349e+02
2.124120441988950461e+03,4.372942716347864689e+02
2.125423204419889316e+03,4.375599186427603513e+02
2.126725966850828627e+03,4.378399902382902269e+02
2.128028729281767937e+03,4.381333415115424827e+02
2.129331491712707248e+03,4.384385930602408052e+02
2.130634254143646558e+03,4.387541545074171836e+02
2.131937016574585869e+03,4.390782515963205697e+02
2.133239779005524724e+03,4.394089564032555018e+02
2.134542541436464035e+03,4.397442201562827222e+02
2.135845303867403345e+03,4.400819081035488125e+02
2.137148066298342656e+03,4.404198358402744589e+02
2.138450828729281966e+03,4.407558064787106673e+02
2.139753591160220822e+03,4.410876480310835177e+02
2.141056353591160132e+03,4.414132503719404781e+02
2.142359116022099442e+03,4.417306011534359982e+02
2.143661878453038753e+03,4.420378200648443112e+02
2.144964640883978063e+03,4.423331908556431245e+02
2.146267403314916919e+03,4.426151905794199024e+02
2.147570165745856229e+03,4.428825155629494930e+02
2.148872928176795540e+03,4.431341036602944428e+02
2.150175690607734850e+03,4.433691524147427003e+02
2.151478453038674161e+03,4.435871328207454667e+02
2.152781215469613016e+03,4.437877984525938473e+02
2.154083977900552327e+03,4.439711898050941272e+02
2.155386740331491637e+03,4.441376337726472912e+02
2.156689502762430948e+03,4.442877382755351050e+02
2.157992265193370258e+03,4.444223821244563055e+02
2.159295027624309569e+03,4.445427002950600013e+02
2.160597790055248424e+03,4.446500648620130960e+02
2.161900552486187735e+03,4.447460619157014889e+02
2.163203314917127045e+03,4.448324648527488989e+02
2.164506077348066356e+03,4.449112044929942726e+02
2.165808839779005666e+03,4.449843365293539819e+02
2.167111602209944976e+03,4.450540068621949104e+02
2.168414364640883832e+03,4.451224154057006217e+02
2.169717127071823143e+03,4.451917789796048623e+02
2.171019889502762453e+03,4.452642939151726864e+02
2.172322651933701763e+03,4.453420990091481144e+02
2.173625414364641074e+03,4.454272394534914383e+02
2.174928176795579930e+03,4.455216323521926256e+02
