Index,Value
0.000000000000000000e+00,1.000000000000000000e+01
1.142006413192853786e+00,1.039945293522991143e+01
2.284012826385707573e+00,1.079741389313773148e+01
3.426019239578561582e+00,1.119241023727184547e+01
4.568025652771415146e+00,1.158300776096863416e+01
5.710032065964268710e+00,1.196782927564641419e+01
6.852038479157123163e+00,1.234557245632713673e+01
7.994044892349976728e+00,1.271502671191367284e+01
9.136051305542830292e+00,1.307508886045569696e+01
1.027805771873568474e+01,1.342477740520524776e+01
1.142006413192853742e+01,1.376324522549148810e+01
1.256207054512139187e+01,1.408979051709521713e+01
1.370407695831424633e+01,1.440386583960863298e+01
1.484608337150709900e+01,1.470508515292718421e+01
1.598808978469995346e+01,1.499322875121728771e+01
1.713009619789280791e+01,1.526824603009437631e+01
1.827210261108566058e+01,1.553025605097406192e+01
1.941410902427851326e+01,1.577954589525653084e+01
2.055611543747136949e+01,1.601656682979763602e+01
2.169812185066422217e+01,1.624192833363377986e+01
2.284012826385707484e+01,1.645639006379047231e+01
2.398213467704993107e+01,1.666085186485317138e+01
2.512414109024278375e+01,1.685634195246418443e+01
2.626614750343563642e+01,1.704400342469875085e+01
2.740815391662849265e+01,1.722507927705712305e+01
2.855016032982134533e+01,1.740089611630374833e+01
2.969216674301419800e+01,1.757284678533559941e+01
3.083417315620705068e+01,1.774237212544829134e+01
3.197617956939990691e+01,1.791094211360625366e+01
3.311818598259276314e+01,1.808003662046544591e+01
3.426019239578561582e+01,1.825112603983766846e+01
3.540219880897846849e+01,1.842565204196037598e+01
3.654420522217132117e+01,1.860500870132288753e+01
3.768621163536417384e+01,1.879052424492031292e+01
3.882821804855702652e+01,1.898344365872377537e+01
3.997022446174987920e+01,1.918491237897486101e+01
4.111223087494273898e+01,1.939596128077965886e+01
4.225423728813559165e+01,1.961749315957679585e+01
4.339624370132844433e+01,1.985027088160537900e+01
4.453825011452129701e+01,2.009490735775546710e+01
4.568025652771414968e+01,2.035185747142947577e+01
4.682226294090700236e+01,2.062141206558655426e+01
4.796426935409986214e+01,2.090369406731580426e+01
4.910627576729271482e+01,2.119865680043722023e+01
5.024828218048556749e+01,2.150608450812431727e+01
5.139028859367842017e+01,2.182559507875104288e+01
5.253229500687127285e+01,2.215664493946285063e+01
5.367430142006412552e+01,2.249853605373123600e+01
5.481630783325698530e+01,2.285042493174134037e+01
5.595831424644983798e+01,2.321133353623947215e+01
5.710032065964269066e+01,2.358016194177422165e+01
5.824232707283554333e+01,2.395570258242213768e+01
5.938433348602839601e+01,2.433665590239457543e+01
6.052633989922124869e+01,2.472164720564626350e+01
6.166834631241410136e+01,2.510924448498574435e+01
6.281035272560696114e+01,2.549797699842734033e+01
6.395235913879981382e+01,2.588635435078924019e+01
6.509436555199266650e+01,2.627288583196033045e+01
6.623637196518552628e+01,2.665609975991420910e+01
6.737837837837837185e+01,2.703456257648722172e+01
6.852038479157123163e+01,2.740689744715795584e+01
6.966239120476407720e+01,2.777180212252719116e+01
7.080439761795693698e+01,2.812806582881581718e+01
7.194640403114978255e+01,2.847458496734716604e+01
7.308841044434264234e+01,2.881037741849692324e+01
7.423041685753550212e+01,2.913459526377343778e+01
7.537242327072834769e+01,2.944653576029969599e+01
7.651442968392120747e+01,2.974565042473491161e+01
7.765643609711405304e+01,3.003155210830308874e+01
7.879844251030691282e+01,3.030401997076707943e+01
7.994044892349975839e+01,3.056300228855804946e+01
8.108245533669261818e+01,3.080861706048623461e+01
8.222446174988547796e+01,3.104115040315075902e+01
8.336646816307832353e+01,3.126105275696141916e+01
8.450847457627118331e+01,3.146893295220755604e+01
8.565048098946402888e+01,3.166555021248753476e+01
8.679248740265688866e+01,3.185180419968369847e+01
8.793449381584974844e+01,3.202872323018129919e+01
8.907650022904259401e+01,3.219745081585435997e+01
9.021850664223545380e+01,3.235923070516551547e+01
9.136051305542829937e+01,3.251539061926662555e+01
9.250251946862115915e+01,3.266732489498814118e+01
9.364452588181400472e+01,3.281647626084539837e+01
9.478653229500686450e+01,3.296431698348484929e+01
9.592853870819972428e+01,3.311232963019475051e+01
9.707054512139256985e+01,3.326198769810650191e+01
9.821255153458542964e+01,3.341473636244921153e+01
9.935455794777827521e+01,3.357197359466933051e+01
1.004965643609711350e+02,3.373503189640836553e+01
1.016385707741639806e+02,3.390516088730831257e+01
1.027805771873568403e+02,3.408351097349140701e+01
1.039225836005497001e+02,3.427111830948154392e+01
1.050645900137425457e+02,3.446889124948445726e+01
1.062065964269354055e+02,3.467759846454083572e+01
1.073486028401282510e+02,3.489785888036379191e+01
1.084906092533211108e+02,3.513013356695319800e+01
1.096326156665139706e+02,3.537471968565188263e+01
1.107746220797068162e+02,3.563174657250534949e+01
1.119166284928996760e+02,3.590117400895517363e+01
1.130586349060925215e+02,3.618279270240091705e+01
1.142006413192853813e+02,3.647622697037541428e+01
1.153426477324782269e+02,3.678093959337061136e+01
1.164846541456710867e+02,3.709623877309864781e+01
1.176266605588639464e+02,3.742128710554380433e+01
1.187686669720567920e+02,3.775511245191302834e+01
1.199106733852496518e+02,3.809662056586738998e+01
1.210526797984424974e+02,3.844460931253666303e+01
1.221946862116353572e+02,3.879778429408180074e+01
1.233366926248282027e+02,3.915477567824610361e+01
1.244786990380210625e+02,3.951415601066366179e+01
1.256207054512139223e+02,3.987445877887728329e+01
1.267627118644067679e+02,4.023419748622543324e+01
1.279047182775996276e+02,4.059188498711470316e+01
1.290467246907924732e+02,4.094605283178931643e+01
1.301887311039853330e+02,4.129527036858524980e+01
1.313307375171781928e+02,4.163816335481558184e+01
1.324727439303710526e+02,4.197343183383524234e+01
1.336147503435638839e+02,4.229986704539295062e+01
1.347567567567567437e+02,4.261636714897196754e+01
1.358987631699496035e+02,4.292195155528500550e+01
1.370407695831424633e+02,4.321577367922122193e+01
1.381827759963352946e+02,4.349713194810744454e+01
1.393247824095281544e+02,4.376547892187497268e+01
1.404667888227210142e+02,4.402042840632041276e+01
1.416087952359138740e+02,4.426176046679426435e+01
1.427508016491067337e+02,4.448942427700286117e+01
1.438928080622995651e+02,4.470353876581296504e+01
1.450348144754924249e+02,4.490439105363456918e+01
1.461768208886852847e+02,4.509243269875392457e+01
1.473188273018781445e+02,4.526827380251994271e+01
1.484608337150710042e+02,4.543267505018093999e+01
1.496028401282638356e+02,4.558653779106202109e+01
1.507448465414566954e+02,4.573089228731613076e+01
1.518868529546495552e+02,4.586688428434063525e+01
1.530288593678424149e+02,4.599576007781606535e+01
1.541708657810352747e+02,4.611885027190860598e+01
1.553128721942281061e+02,4.623755244022927968e+01
1.564548786074209659e+02,4.635331291543647581e+01
1.575968850206138256e+02,4.646760794472067602e+01
1.587388914338066854e+02,4.658192445667062742e+01
1.598808978469995168e+02,4.669774069008318662e+01
1.610229042601923766e+02,4.681650693707716471e+01
1.621649106733852364e+02,4.693962665138257506e+01
1.633069170865780961e+02,4.706843816791884194e+01
1.644489234997709559e+02,4.720419727181211300e+01
1.655909299129637873e+02,4.734806084393501635e+01
1.667329363261566471e+02,4.750107179602817808e+01
1.678749427393495068e+02,4.766414549166179171e+01
1.690169491525423666e+02,4.783805782993905353e+01
1.701589555657352264e+02,4.802343514718114648e+01
1.713009619789280578e+02,4.822074606814955189e+01
1.724429683921209175e+02,4.843029541296335339e+01
1.735849748053137773e+02,4.865222023908849280e+01
1.747269812185066371e+02,4.888648806996051377e+01
1.758689876316994969e+02,4.913289733331595244e+01
1.770109940448923282e+02,4.939108000351990313e+01
1.781530004580851880e+02,4.966050641346440386e+01
1.792950068712780478e+02,4.994049217334772095e+01
1.804370132844709076e+02,5.023020710619705653e+01
1.815790196976637390e+02,5.052868608372340731e+01
1.827210261108565987e+02,5.083484162134065087e+01
1.838630325240494585e+02,5.114747806826267151e+01
1.850050389372423183e+02,5.146530720781267831e+01
