Index,Value
0.000000000000000000e+00,1.000000000000000000e+01
1.202591283863368776e+00,1.042061583979414330e+01
2.405182567726737553e+00,1.083949004444314568e+01
3.607773851590106329e+00,1.125490601208548647e+01
4.810365135453475105e+00,1.166519684584315542e+01
6.012956419316843437e+00,1.206876930757717936e+01
7.215547703180212658e+00,1.246412670770860487e+01
8.418138987043581878e+00,1.284989040048322906e+01
9.620730270906950210e+00,1.322481957420243859e+01
1.082332155477031854e+01,1.358782905057144319e+01
1.202591283863368687e+01,1.393800483607414975e+01
1.322850412249705698e+01,1.427461720075555363e+01
1.443109540636042532e+01,1.459713109550860821e+01
1.563368669022379365e+01,1.490521375740748589e+01
1.683627797408716376e+01,1.519873939324723544e+01
1.803886925795053031e+01,1.547779087365471185e+01
1.924146054181390042e+01,1.574265841331738613e+01
2.044405182567727053e+01,1.599383525641165349e+01
2.164664310954063708e+01,1.623201042957168383e+01
2.284923439340400719e+01,1.645805866709859444e+01
2.405182567726737375e+01,1.667302765395633557e+01
2.525441696113074386e+01,1.687812277084472257e+01
2.645700824499411397e+01,1.707468956172203178e+01
2.765959952885748052e+01,1.726419417704847348e+01
2.886219081272085063e+01,1.744820207526210964e+01
3.006478209658422074e+01,1.762835529015831781e+01
3.126737338044758729e+01,1.780634859255911451e+01
3.246996466431095740e+01,1.798390489063037734e+01
3.367255594817432751e+01,1.816275022420262530e+01
3.487514723203769762e+01,1.834458871431541738e+01
3.607773851590106062e+01,1.853107782985216190e+01
3.728032979976443073e+01,1.872380432855185362e+01
3.848292108362780084e+01,1.892426121994271071e+01
3.968551236749117095e+01,1.913382608298134357e+01
4.088810365135454106e+01,1.935374105161235292e+01
4.209069493521790406e+01,1.958509475737036709e+01
4.329328621908127417e+01,1.982880648987736194e+01
4.449587750294464428e+01,2.008561280405081462e+01
4.569846878680801439e+01,2.035605676749579374e+01
4.690106007067138449e+01,2.064048000341713163e+01
4.810365135453474750e+01,2.093901764400663268e+01
4.930624263839811761e+01,2.125159626721919182e+01
5.050883392226148771e+01,2.157793484675665141e+01
5.171142520612485782e+01,2.191754870155317292e+01
5.291401648998822793e+01,2.226975638772830379e+01
5.411660777385159804e+01,2.263368943347031603e+01
5.531919905771496104e+01,2.300830477624686310e+01
5.652179034157833115e+01,2.339239972270488721e+01
5.772438162544170126e+01,2.378462921518206841e+01
5.892697290930507137e+01,2.418352515543312720e+01
6.012956419316844148e+01,2.458751750645829048e+01
6.133215547703180448e+01,2.499495686763643931e+01
6.253474676089517459e+01,2.540413819708393817e+01
6.373733804475854470e+01,2.581332533858839184e+01
6.493992932862191481e+01,2.622077599884459786e+01
6.614252061248528491e+01,2.662476681421515678e+01
6.734511189634865502e+01,2.702361814494512160e+01
6.854770318021202513e+01,2.741571823869655233e+01
6.975029446407539524e+01,2.779954641437904073e+01
7.095288574793875114e+01,2.817369493140363801e+01
7.215547703180212125e+01,2.853688922847638665e+01
7.335806831566549135e+01,2.888800623959917502e+01
7.456065959952886146e+01,2.922609052272016328e+01
7.576325088339223157e+01,2.955036796807139865e+01
7.696584216725560168e+01,2.986025688819259116e+01
7.816843345111897179e+01,3.015537632946053392e+01
