Index,Value
1.917000000000000000e+03,3.949121335575936769e+02
1.918329268292682855e+03,3.951092063703590611e+02
1.919658536585365937e+03,3.953094219219856882e+02
1.920987804878048792e+03,3.955150325943611165e+02
1.922317073170731646e+03,3.957281903320606489e+02
1.923646341463414728e+03,3.959509084820015801e+02
1.924975609756097583e+03,3.961850260794122960e+02
1.926304878048780438e+03,3.964321752102716800e+02
1.927634146341463520e+03,3.966937520260942165e+02
1.928963414634146375e+03,3.969708919224968895e+02
1.930292682926829229e+03,3.972644493195185760e+02
1.931621951219512084e+03,3.975749824004715265e+02
1.932951219512195166e+03,3.979027430786192099e+02
1.934280487804878021e+03,3.982476723687356639e+02
1.935609756097560876e+03,3.986094012452418838e+02
1.936939024390243958e+03,3.989872569718100976e+02
1.938268292682926813e+03,3.993802747907914181e+02
1.939597560975609667e+03,3.997872147662568523e+02
1.940926829268292749e+03,4.002065834835108262e+02
1.942256097560975604e+03,4.006366602222529423e+02
1.943585365853658459e+03,4.010755271416331880e+02
1.944914634146341541e+03,4.015211029446576845e+02
1.946243902439024396e+03,4.019711794280182175e+02
1.947573170731707251e+03,4.024234602725069863e+02
1.948902439024390333e+03,4.028756013896462491e+02
1.950231707317073187e+03,4.033252521127049590e+02
1.951560975609756042e+03,4.037700965053782056e+02
1.952890243902439124e+03,4.042078940593248149e+02
1.954219512195121979e+03,4.046365190625450055e+02
1.955548780487804834e+03,4.050539979440304137e+02
1.956878048780487916e+03,4.054585439358194776e+02
1.958207317073170771e+03,4.058485884409283813e+02
1.959536585365853625e+03,4.062228085537424249e+02
1.960865853658536480e+03,4.065801502473381106e+02
1.962195121951219562e+03,4.069198468186567652e+02
1.963524390243902417e+03,4.072414322661181814e+02
1.964853658536585272e+03,4.075447493636734180e+02
1.966182926829268354e+03,4.078299522888657407e+02
1.967512195121951208e+03,4.080975037585595260e+02
1.968841463414634063e+03,4.083481667228972469e+02
1.970170731707317145e+03,4.085829907640574561e+02
1.971500000000000000e+03,4.088032934398134444e+02
1.972829268292682855e+03,4.090106369010821368e+02
1.974158536585365937e+03,4.092068001960361698e+02
1.975487804878048792e+03,4.093937477494567929e+02
1.976817073170731646e+03,4.095735945734868437e+02
1.978146341463414728e+03,4.097485688236117198e+02
1.979475609756097583e+03,4.099209723605355862e+02
1.980804878048780438e+03,4.100931400138048275e+02
1.982134146341463520e+03,4.102673982659320018e+02
1.983463414634146375e+03,4.104460240860020122e+02
1.984792682926829229e+03,4.106312046391014405e+02
1.986121951219512084e+03,4.108249985824600685e+02
1.987451219512195166e+03,4.110292996311981142e+02
