Index,Value
0.000000000000000000e+00,1.000000000000000000e+01
9.481694775812422593e-01,1.033171659924814634e+01
1.896338955162484519e+00,1.066257842221115126e+01
2.844508432743726889e+00,1.099173833359889230e+01
3.792677910324969037e+00,1.131836441147166994e+01
4.740847387906211630e+00,1.164164738293296608e+01
5.689016865487453778e+00,1.196080785636431365e+01
6.637186343068695926e+00,1.227510328523470307e+01
7.585355820649938074e+00,1.258383460092844963e+01
8.533525298231181111e+00,1.288635245500875470e+01
9.481694775812423259e+00,1.318206301484289433e+01
1.042986425339366541e+01,1.347043326052725298e+01
1.137803373097490756e+01,1.375099573553065824e+01
1.232620320855614970e+01,1.402335270838182701e+01
1.327437268613739185e+01,1.428717970801776005e+01
1.422254216371863400e+01,1.454222840103657077e+01
1.517071164129987615e+01,1.478832878501030557e+01
1.611888111888112007e+01,1.502539067815742158e+01
1.706705059646236222e+01,1.525340449199583936e+01
1.801522007404360437e+01,1.547244128003876185e+01
1.896338955162484652e+01,1.568265206209918894e+01
1.991155902920608867e+01,1.588426643027660390e+01
2.085972850678733082e+01,1.607759044915232494e+01
2.180789798436857296e+01,1.626300386906053319e+01
2.275606746194981511e+01,1.644095667747293277e+01
2.370423693953105726e+01,1.661196501948108661e+01
2.465240641711229941e+01,1.677660652402822450e+01
2.560057589469354156e+01,1.693551507788067667e+01
2.654874537227478370e+01,1.708937509429043544e+01
2.749691484985602585e+01,1.723891532783970959e+01
2.844508432743726800e+01,1.738490229103526730e+01
2.939325380501851015e+01,1.752813333179797795e+01
3.034142328259975230e+01,1.766942943403938671e+01
3.128959276018099445e+01,1.780962780600475170e+01
3.223776223776224015e+01,1.794957432296856581e+01
3.318593171534347874e+01,1.809011589217705307e+01
3.413410119292472444e+01,1.823209280863052228e+01
3.508227067050596304e+01,1.837633117038087605e+01
3.603044014808720874e+01,1.852363542148473741e+01
3.697860962566844734e+01,1.867478108960604288e+01
3.792677910324969304e+01,1.883050778351312005e+01
3.887494858083093163e+01,1.899151251338059510e+01
3.982311805841217733e+01,1.915844339390656970e+01
4.077128753599341593e+01,1.933189378681630544e+01
4.171945701357466163e+01,1.951239693537661424e+01
4.266762649115590023e+01,1.970042113912500525e+01
4.361579596873714593e+01,1.989636551216460703e+01
4.456396544631838452e+01,2.010055636313353489e+01
4.551213492389963022e+01,2.031324422937229457e+01
4.646030440148086882e+01,2.053460159193607382e+01
4.740847387906211452e+01,2.076472129198207739e+01
4.835664335664335312e+01,2.100361566276158953e+01
4.930481283422459882e+01,2.125121638501737920e+01
5.025298231180583741e+01,2.150737506708868807e+01
5.120115178938708311e+01,2.177186454451533848e+01
5.214932126696832171e+01,2.204438088746898572e+01
5.309749074454956741e+01,2.232454609798078238e+01
5.404566022213080601e+01,2.261191147273764201e+01
5.499382969971205171e+01,2.290596160124056624e+01
5.594199917729329030e+01,2.320611896341022629e+01
5.689016865487453600e+01,2.351174908534018115e+01
5.783833813245577460e+01,2.382216620688380004e+01
5.878650761003702030e+01,2.413663941016286429e+01
5.973467708761825889e+01,2.445439915394518948e+01
6.068284656519950460e+01,2.477464415519242635e+01
6.163101604278075030e+01,2.509654855596031453e+01
6.257918552036198889e+01,2.541926931127023792e+01
6.352735499794323459e+01,2.574195373158588396e+01
6.447552447552448029e+01,2.606374711213960893e+01
6.542369395310571178e+01,2.638380038057329102e+01
6.637186343068695749e+01,2.670127769419355346e+01
6.732003290826820319e+01,2.701536391859403352e+01
6.826820238584944889e+01,2.732527192046303455e+01
6.921637186343068038e+01,2.763024960906423644e+01
7.016454134101192608e+01,2.792958666313577965e+01
7.111271081859317178e+01,2.822262088277914671e+01
7.206088029617441748e+01,2.850874410927825053e+01
7.300904977375564897e+01,2.878740765967037163e+01
7.395721925133689467e+01,2.905812722725011810e+01
7.490538872891814037e+01,2.932048720398507413e+01
7.585355820649938607e+01,2.957414438601525219e+01
7.680172768408061756e+01,2.981883102895044146e+01
7.774989716166186327e+01,3.005435722552059019e+01
7.869806663924310897e+01,3.028061258422211566e+01
7.964623611682435467e+01,3.049756719388233961e+01
8.059440559440558616e+01,3.070527186547940701e+01
8.154257507198683186e+01,3.090385764904769417e+01
8.249074454956807756e+01,3.109353463001090034e+01
8.343891402714932326e+01,3.127459001575848418e+01
8.438708350473055475e+01,3.144738552965699796e+01
8.533525298231180045e+01,3.161235413590963006e+01
8.628342245989304615e+01,3.176999612468847189e+01
8.723159193747429185e+01,3.192087459271124317e+01
8.817976141505552334e+01,3.206561035986484143e+01
8.912793089263676904e+01,3.220487636754476313e+01
9.007610037021801475e+01,3.233939160903504728e+01
9.102426984779926045e+01,3.246991464645769554e+01
9.197243932538050615e+01,3.259723677253406038e+01
9.292060880296173764e+01,3.272217487859206386e+01
9.386877828054298334e+01,3.284556409289152157e+01
9.481694775812422904e+01,3.296825025540360343e+01
9.576511723570547474e+01,3.309108229664926881e+01
9.671328671328670623e+01,3.321490458906367849e+01
9.766145619086795193e+01,3.334054933960025835e+01
9.860962566844919763e+01,3.346882909191751310e+01
9.955779514603044333e+01,3.360052940550734490e+01
1.005059646236116748e+02,3.373640177753396330e+01
1.014541341011929205e+02,3.387715687097217199e+01
1.024023035787741662e+02,3.402345810988190067e+01
1.033504730563554119e+02,3.417591569935796514e+01
1.042986425339366434e+02,3.433508112387864486e+01
1.052468120115178891e+02,3.450144217347916253e+01
1.061949814890991348e+02,3.467541854243420829e+01
1.071431509666803805e+02,3.485735803999060067e+01
1.080913204442616120e+02,3.504753344719277663e+01
1.090394899218428577e+02,3.524614004803950706e+01
1.099876593994241034e+02,3.545329385715238146e+01
1.109358288770053491e+02,3.566903055987956606e+01
1.118839983545865806e+02,3.589330517435780621e+01
1.128321678321678263e+02,3.612599243857036413e+01
1.137803373097490720e+02,3.636688791892507311e+01
1.147285067873303177e+02,3.661570983039520399e+01
1.156766762649115492e+02,3.687210155187329974e+01
1.166248457424927949e+02,3.713563481414263379e+01
1.175730152200740406e+02,3.740581353182867019e+01
1.185211846976552863e+02,3.768207824490725244e+01
1.194693541752365178e+02,3.796381112987076278e+01
1.204175236528177635e+02,3.825034153553543348e+01
1.213656931303990092e+02,3.854095199376023118e+01
1.223138626079802549e+02,3.883488465108111853e+01
1.232620320855615006e+02,3.913134806348314498e+01
1.242102015631427321e+02,3.942952429327067421e+01
1.251583710407239778e+02,3.972857624428212375e+01
1.261065405183052235e+02,4.002765516955405900e+01
1.270547099958864692e+02,4.032590828399082739e+01
1.280028794734677149e+02,4.062248641365194146e+01
1.289510489510489606e+02,4.091655161294101362e+01
1.298992184286301779e+02,4.120728468126786481e+01
1.308473879062114236e+02,4.149389251165887060e+01
1.317955573837926693e+02,4.177561520529999228e+01
1.327437268613739150e+02,4.205173288809992727e+01
1.336918963389551607e+02,4.232157216803741306e+01
1.346400658165364064e+02,4.258451217528389776e+01
1.355882352941176521e+02,4.283999013084086727e+01
1.365364047716988978e+02,4.308750639366661517e+01
1.374845742492801151e+02,4.332662894095236794e+01
1.384327437268613608e+02,4.355699724129969752e+01
1.393809132044426065e+02,4.377832548600527218e+01
1.403290826820238522e+02,4.399040514942539915e+01
1.412772521596050979e+02,4.419310685541962158e+01
1.422254216371863436e+02,4.438638153310715495e+01
1.431735911147675893e+02,4.457026085155360562e+01
1.441217605923488350e+02,4.474485692948378812e+01
1.450699300699300522e+02,4.491036132262879477e+01
1.460180995475112979e+02,4.506704329780507123e+01
1.469662690250925436e+02,4.521524740923078411e+01
1.479144385026737893e+02,4.535539039885306778e+01
1.488626079802550350e+02,4.548795744853264722e+01
1.498107774578362807e+02,4.561349781775459888e+01
1.507589469354175264e+02,4.573261990605440275e+01
1.517071164129987721e+02,4.584598578451635831e+01
1.526552858905800178e+02,4.595430524547104056e+01
1.536034553681612351e+02,4.605832942384657969e+01
1.545516248457424808e+02,4.615884404747689018e+01
1.554997943233237265e+02,4.625666237700276184e+01
1.564479638009049722e+02,4.635261789879067607e+01
1.573961332784862179e+02,4.644755683651273159e+01
1.583443027560674636e+02,4.654233054866003272e+01
1.592924722336487093e+02,4.663778788028670164e+01
1.602406417112299550e+02,4.673476753769290326e+01
1.611888111888111723e+02,4.683409055454889369e+01
1.621369806663924180e+02,4.693655291714078004e+01
1.630851501439736637e+02,4.704291841498925208e+01
1.640333196215549094e+02,4.715391178106767001e+01
1.649814890991361551e+02,4.727021218324441065e+01
1.659296585767174008e+02,4.739244712541898252e+01
1.668778280542986465e+02,4.752118681314100712e+01
1.678259975318798922e+02,4.765693903432837431e+01
1.687741670094611095e+02,4.780014460107341279e+01
1.697223364870423552e+02,4.795117339348552576e+01
1.706705059646236009e+02,4.811032104110992691e+01
1.716186754422048466e+02,4.827780627173483197e+01
1.725668449197860923e+02,4.845376895140377371e+01
1.735150143973673380e+02,4.863826883323987715e+01
1.744631838749485837e+02,4.883128502632201418e+01
1.754113533525298294e+02,4.903271618938329368e+01
1.763595228301110467e+02,4.924238144759148383e+01
1.773076923076922924e+02,4.946002202417487581e+01
1.782558617852735381e+02,4.968530357223508531e+01
1.792040312628547838e+02,4.991781918579835775e+01
1.801522007404360295e+02,5.015709306305502224e+01
1.811003702180172752e+02,5.040258478887723470e+01
1.820485396955985209e+02,5.065369419814261676e+01
1.829967091731797666e+02,5.090976677617290846e+01
1.839448786507610123e+02,5.117009954777216052e+01
1.848930481283422296e+02,5.143394740195915915e+01
1.858412176059234753e+02,5.170052979557495121e+01
1.867893870835047210e+02,5.196903777554255299e+01
1.877375565610859667e+02,5.223864125669337000e+01
1.886857260386672124e+02,5.250849648977875006e+01
1.896338955162484581e+02,5.277775365257688378e+01
1.905820649938297038e+02,5.304556449589881595e+01
1.915302344714109495e+02,5.331108997580489017e+01
1.924784039489921668e+02,5.357350780346607166e+01
1.934265734265734125e+02,5.383201984484489344e+01
1.943747429041546582e+02,5.408585930371944528e+01
1.953229123817359039e+02,5.433429762352092496e+01
1.962710818593171496e+02,5.457665104598004291e+01
1.972192513368983953e+02,5.481228676766195207e+01
1.981674208144796410e+02,5.504062863908079350e+01
1.991155902920608867e+02,5.526116235519436515e+01
2.000637597696421039e+02,5.547344009064902082e+01
2.010119292472233496e+02,5.567708453813227010e+01
2.019600987248045953e+02,5.587179231355334252e+01
2.029082682023858411e+02,5.605733669745968228e+01
