Index,Value
0.000000000000000000e+00,1.000000000000000000e+01
8.588926996570308559e-01,1.030050635544301940e+01
1.717785399314061712e+00,1.060037710830311219e+01
2.576678098971092457e+00,1.089898131881288634e+01
3.435570798628123423e+00,1.119569733846142334e+01
4.294463498285153946e+00,1.148991736993947121e+01
5.153356197942184913e+00,1.178105192497270082e+01
6.012248897599215880e+00,1.206853414717964945e+01
6.871141597256246847e+00,1.235182396808607308e+01
7.730034296913277814e+00,1.263041206565750052e+01
8.588926996570307892e+00,1.290382359616763708e+01
9.447819696227339747e+00,1.317162167189140831e+01
1.030671239588436983e+01,1.343341055898526015e+01
1.116560509554140168e+01,1.368883857198026277e+01
1.202449779519843176e+01,1.393760064355028661e+01
1.288339049485546361e+01,1.417944055061146180e+01
1.374228319451249369e+01,1.441415278034287084e+01
1.460117589416952377e+01,1.464158402237308110e+01
1.546006859382655563e+01,1.486163427613310439e+01
1.631896129348358571e+01,1.507425756521364768e+01
1.717785399314061578e+01,1.527946225346175879e+01
1.803674669279764942e+01,1.547731096048816291e+01
1.889563939245467949e+01,1.566792007720989766e+01
1.975453209211170957e+01,1.585145888500153610e+01
2.061342479176873965e+01,1.602814828495070287e+01
2.147231749142576973e+01,1.619825914658801125e+01
2.233121019108280336e+01,1.636211028826701153e+01
2.319010289073983344e+01,1.652006610408526655e+01
2.404899559039686352e+01,1.667253385484368877e+01
2.490788829005389360e+01,1.681996064301790739e+01
2.576678098971092723e+01,1.696283009404525188e+01
2.662567368936795731e+01,1.710165876839592514e+01
2.748456638902498739e+01,1.723699233088183647e+01
2.834345908868201747e+01,1.736940150544621275e+01
2.920235178833904754e+01,1.749947784525872763e+01
3.006124448799608118e+01,1.762782934930242718e+01
3.092013718765311125e+01,1.775507595777055769e+01
3.177902988731014133e+01,1.788184495948479480e+01
3.263792258696717141e+01,1.800876634519500641e+01
3.349681528662420504e+01,1.813646814101964821e+01
3.435570798628123157e+01,1.826557175643234743e+01
3.521460068593826520e+01,1.839668738109291724e+01
3.607349338559529883e+01,1.853040946446097692e+01
3.693238608525232536e+01,1.866731231152005677e+01
3.779127878490935899e+01,1.880794582708395879e+01
3.865017148456638552e+01,1.895283144006185694e+01
3.950906418422341915e+01,1.910245823773177420e+01
4.036795688388045278e+01,1.925727933852383700e+01
4.122684958353747930e+01,1.941770853005628794e+01
4.208574228319451294e+01,1.958411719721175714e+01
4.294463498285153946e+01,1.975683156290277864e+01
4.380352768250857309e+01,1.993613026187057713e+01
4.466242038216560672e+01,2.012224226540547534e+01
4.552131308182263325e+01,2.031534517229053449e+01
4.638020578147966688e+01,2.051556387856972918e+01
4.723909848113670051e+01,2.072296963594936514e+01
4.809799118079372704e+01,2.093757950577598947e+01
4.895688388045076067e+01,2.115935621261806077e+01
4.981577658010778720e+01,2.138820839853209677e+01
5.067466927976482083e+01,2.162399127614049377e+01
5.153356197942185446e+01,2.186650767570756315e+01
5.239245467907888099e+01,2.211550947849595161e+01
5.325134737873591462e+01,2.237069942583748272e+01
5.411024007839294114e+01,2.263173329058272643e+01
5.496913277804997477e+01,2.289822239492190903e+01
5.582802547770700841e+01,2.316973645601613541e+01
5.668691817736403493e+01,2.344580673846119367e+01
5.754581087702106856e+01,2.372592949034409315e+01
5.840470357667809509e+01,2.400956963756157947e+01
5.926359627633512872e+01,2.429616470916615611e+01
6.012248897599216235e+01,2.458512896480147703e+01
6.098138167564918888e+01,2.487585769379944267e+01
6.184027437530622251e+01,2.516773165424556780e+01
6.269916707496324904e+01,2.546012161928730677e+01
6.355805977462028267e+01,2.575239299716944430e+01
6.441695247427730919e+01,2.604391049093690214e+01
6.527584517393434282e+01,2.633404276345326167e+01
6.613473787359137646e+01,2.662216707334349053e+01
6.699363057324841009e+01,2.690767384768443549e+01
6.785252327290544372e+01,2.718997115773228757e+01
6.871141597256246314e+01,2.746848906469152851e+01
6.957030867221949677e+01,2.774268380348782870e+01
7.042920137187653040e+01,2.801204177370150106e+01
7.128809407153356403e+01,2.827608330824006799e+01
7.214698677119059766e+01,2.853436619196695645e+01
7.300587947084761709e+01,2.878648890434675067e+01
7.386477217050465072e+01,2.903209356220207127e+01
7.472366487016168435e+01,2.927086854088816992e+01
7.558255756981871798e+01,2.950255075456202647e+01
7.644145026947575161e+01,2.972692757873613090e+01
7.730034296913277103e+01,2.994383840094419824e+01
7.815923566878980466e+01,3.015317578808809884e+01
7.901812836844683829e+01,3.035488626186074512e+01
7.987702106810387193e+01,3.054897067652973774e+01
8.073591376776090556e+01,3.073548419629755202e+01
8.159480646741792498e+01,3.091453587240649625e+01
8.245369916707495861e+01,3.108628782310738714e+01
8.331259186673199224e+01,3.125095402253874610e+01
8.417148456638902587e+01,3.140879870744658220e+01
8.503037726604605950e+01,3.156013441349229254e+01
8.588926996570307892e+01,3.170531965562704357e+01
8.674816266536011256e+01,3.184475626963500261e+01
8.760705536501714619e+01,3.197888643444589007e+01
8.846594806467417982e+01,3.210818939717076148e+01
8.932484076433121345e+01,3.223317792500657220e+01
9.018373346398823287e+01,3.235439451016874557e+01
9.104262616364526650e+01,3.247240735583163485e+01
9.190151886330230013e+01,3.258780617267149893e+01
9.276041156295933376e+01,3.270119781700248751e+01
9.361930426261636740e+01,3.281320180266461506e+01
9.447819696227340103e+01,3.292444571975266143e+01
9.533708966193042045e+01,3.303556059396247235e+01
9.619598236158745408e+01,3.314717622076837245e+01
9.705487506124448771e+01,3.325991650883128159e+01
9.791376776090152134e+01,3.337439486696886348e+01
9.877266046055855497e+01,3.349120966869800498e+01
9.963155316021557439e+01,3.361093982778788813e+01
1.004904458598726080e+02,3.373414051744361331e+01
1.013493385595296417e+02,3.386133906468126042e+01
1.022082312591866753e+02,3.399303105016387150e+01
1.030671239588437089e+02,3.412967664225294584e+01
1.039260166585007283e+02,3.427169719230321476e+01
1.047849093581577620e+02,3.441947211630269976e+01
1.056438020578147956e+02,3.457333608584872309e+01
1.065026947574718292e+02,3.473357654917014514e+01
1.073615874571288629e+02,3.490043160047278548e+01
1.082204801567858823e+02,3.507408821331691939e+01
1.090793728564429159e+02,3.525468085105207194e+01
1.099382655560999495e+02,3.544229046455431131e+01
1.107971582557569832e+02,3.563694388465606977e+01
1.116560509554140168e+02,3.583861361374847121e+01
1.125149436550710362e+02,3.604721801809341031e+01
1.133738363547280699e+02,3.626262191942821289e+01
1.142327290543851035e+02,3.648463758150231229e+01
1.150916217540421371e+02,3.671302608427321701e+01
1.159505144536991708e+02,3.694749907563157620e+01
1.168094071533561902e+02,3.718772088774137785e+01
1.176682998530132238e+02,3.743331100239365838e+01
1.185271925526702574e+02,3.768384684719838873e+01
1.193860852523272911e+02,3.793886690200091749e+01
1.202449779519843247e+02,3.819787409262141864e+01
1.211038706516413441e+02,3.846033944689804684e+01
1.219627633512983778e+02,3.872570598608051284e+01
1.228216560509554114e+02,3.899339282288558906e+01
1.236805487506124450e+02,3.926279943600253119e+01
1.245394414502694787e+02,3.953331008953557557e+01
1.253983341499264981e+02,3.980429836480195860e+01
1.262572268495835317e+02,4.007513177107570357e+01
1.271161195492405653e+02,4.034517640128526494e+01
1.279750122488975990e+02,4.061380159834183701e+01
1.288339049485546184e+02,4.088038459769665423e+01
1.296927976482116662e+02,4.114431511190073820e+01
1.305516903478686856e+02,4.140499982336827856e+01
1.314105830475257335e+02,4.166186675222173363e+01
1.322694757471827529e+02,4.191436946701707456e+01
1.331283684468397723e+02,4.216199110730676125e+01
1.339872611464968202e+02,4.240424818838449994e+01
1.348461538461538396e+02,4.264069416016209146e+01
1.357050465458108874e+02,4.287092269394134547e+01
1.365639392454679069e+02,4.309457067284965603e+01
1.374228319451249263e+02,4.331132086389312974e+01
1.382817246447819741e+02,4.352090425192787393e+01
1.391406173444389935e+02,4.372310201834288534e+01
1.399995100440960414e+02,4.391774714986723893e+01
1.408584027437530608e+02,4.410472566564077113e+01
1.417172954434100802e+02,4.428397745350248726e+01
1.425761881430671281e+02,4.445549670933119302e+01
1.434350808427241475e+02,4.461933197619977420e+01
1.442939735423811953e+02,4.477558578305465886e+01
1.451528662420382148e+02,4.492441388558459181e+01
1.460117589416952342e+02,4.506602411487558868e+01
1.468706516413522820e+02,4.520067484234044741e+01
1.477295443410093014e+02,4.532867307224028508e+01
1.485884370406663493e+02,4.545037217586109080e+01
1.494473297403233687e+02,4.556616928404998390e+01
1.503062224399803881e+02,4.567650235733486852e+01
1.511651151396374360e+02,4.578184695522779890e+01
1.520240078392944554e+02,4.588271272853038596e+01
1.528829005389515032e+02,4.597963966050167528e+01
1.537417932386085226e+02,4.607319408460018195e+01
1.546006859382655421e+02,4.616396450815918939e+01
1.554595786379225899e+02,4.625255727278516815e+01
1.563184713375796093e+02,4.633959208347251746e+01
1.571773640372366572e+02,4.642569743939635885e+01
1.580362567368936766e+02,4.651150600006920399e+01
1.588951494365506960e+02,4.659764992102458336e+01
1.597540421362077439e+02,4.668475619341461424e+01
1.606129348358647633e+02,4.677344202188041322e+01
1.614718275355218111e+02,4.686431027477131295e+01
1.623307202351788305e+02,4.695794504025602123e+01
1.631896129348358500e+02,4.705490732108785323e+01
1.640485056344928978e+02,4.715573089976406607e+01
1.649073983341499172e+02,4.726091840456291493e+01
1.657662910338069651e+02,4.737093760546149923e+01
1.666251837334639845e+02,4.748621796724203392e+01
1.674840764331210039e+02,4.760714748519867356e+01
1.683429691327780517e+02,4.773406982677317956e+01
1.692018618324350712e+02,4.786728180019238721e+01
1.700607545320921190e+02,4.800703116876960053e+01
